City,Date,MinTemp,MaxTemp,Humidity,Pressure,WindSpeed,Condition
Chitradurga,2025-06-06,19.8,26.2,92,1002.7,39.7,Rainy
Chitradurga,2025-06-07,21.4,27.3,98,1003.8,69.2,Stormy
Chitradurga,2025-06-08,19.9,27.9,77,1004.6,39.0,Cloudy
Chitradurga,2025-06-09,23.1,28.5,76,1004.0,42.3,Cloudy
Chitradurga,2025-06-10,21.0,28.1,76,1008.7,47.3,Cloudy
Chitradurga,2025-06-11,20.8,27.1,75,1006.3,38.5,Cloudy
Chitradurga,2025-06-12,19.8,26.9,82,1005.6,44.3,Cloudy
Chitradurga,2025-06-13,21.8,29.0,84,1006.3,43.7,Cloudy
Chitradurga,2025-06-14,21.7,28.7,90,1006.5,43.3,Cloudy
Chitradurga,2025-06-15,21.2,26.8,76,1000.1,45.8,Cloudy
Chitradurga,2025-06-16,20.3,24.7,98,999.9,42.3,Rainy
Chitradurga,2025-06-17,21.0,27.7,79,1001.7,50.2,Cloudy
Chitradurga,2025-06-18,20.6,26.8,84,1004.1,46.7,Cloudy
Chitradurga,2025-06-19,22.0,28.2,81,1005.6,39.8,Cloudy
Chitradurga,2025-06-20,22.7,27.8,98,1002.3,62.4,Stormy
Chitradurga,2025-06-21,20.5,29.4,89,1006.2,46.3,Cloudy
Chitradurga,2025-06-22,23.3,30.3,85,1002.1,65.9,Stormy
Chitradurga,2025-06-23,19.7,28.0,87,1001.0,56.5,Stormy
Chitradurga,2025-06-24,21.0,31.0,79,1001.2,46.0,Cloudy
Chitradurga,2025-06-25,19.7,28.2,60,1003.8,48.6,Sunny
Chitradurga,2025-06-26,20.4,25.6,87,1006.1,38.1,Cloudy
Chitradurga,2025-06-27,22.1,26.5,94,994.1,41.7,Rainy
Chitradurga,2025-06-28,21.4,25.2,94,1003.6,35.2,Rainy
Chitradurga,2025-06-29,20.4,25.8,88,1005.0,45.0,Cloudy
Chitradurga,2025-06-30,19.4,26.8,77,1009.7,49.3,Cloudy
Chitradurga,2025-07-01,18.7,28.6,93,995.8,68.1,Stormy
Chitradurga,2025-07-02,18.6,28.7,98,997.7,38.9,Rainy
Chitradurga,2025-07-03,20.2,31.5,87,1005.1,33.3,Cloudy
Chitradurga,2025-07-04,20.9,29.3,93,1002.5,45.3,Rainy
Chitradurga,2025-07-05,19.6,30.6,78,1008.7,41.2,Cloudy
Chitradurga,2025-07-06,20.5,27.2,98,1001.6,67.2,Stormy
Chitradurga,2025-07-07,23.5,28.8,98,1002.2,40.3,Rainy
Chitradurga,2025-07-08,20.6,28.4,98,1008.6,69.7,Stormy
Chitradurga,2025-07-09,20.8,28.4,87,1006.4,41.7,Cloudy
Chitradurga,2025-07-10,19.7,30.7,87,1000.4,40.7,Rainy
Chitradurga,2025-07-11,20.6,28.7,97,1003.6,58.7,Stormy
Chitradurga,2025-07-12,21.4,29.8,98,1007.8,42.5,Cloudy
Chitradurga,2025-07-13,23.9,27.7,85,1002.1,35.9,Cloudy
Chitradurga,2025-07-14,21.1,28.6,93,1003.5,57.5,Stormy
Chitradurga,2025-07-15,20.3,27.7,96,1001.6,39.4,Rainy
Chitradurga,2025-07-16,20.4,29.9,90,1005.4,44.5,Rainy
Chitradurga,2025-07-17,20.6,26.9,98,1004.5,64.5,Stormy
Chitradurga,2025-07-18,19.7,26.2,95,1004.4,36.7,Rainy
Chitradurga,2025-07-19,19.2,30.6,98,1003.7,62.5,Stormy
Chitradurga,2025-07-20,20.4,26.9,93,1003.7,46.4,Rainy
Chitradurga,2025-07-21,21.2,27.4,84,1007.2,40.8,Cloudy
Chitradurga,2025-07-22,22.3,32.4,92,1003.8,72.0,Stormy
Chitradurga,2025-07-23,23.2,28.5,98,1001.4,39.1,Rainy
Chitradurga,2025-07-24,21.0,29.1,72,1002.0,45.4,Cloudy
Chitradurga,2025-07-25,22.6,27.1,88,1005.0,63.9,Stormy
Chitradurga,2025-07-26,19.7,29.2,94,1000.5,60.6,Stormy
Chitradurga,2025-07-27,21.6,26.5,87,1000.8,48.3,Cloudy
Chitradurga,2025-07-28,23.1,26.2,82,1003.1,46.2,Cloudy
Chitradurga,2025-07-29,22.6,29.5,93,1003.7,58.5,Stormy
Chitradurga,2025-07-30,20.7,27.6,92,1000.2,53.6,Stormy
Chitradurga,2025-07-31,21.3,26.1,90,1005.4,30.8,Cloudy
Chitradurga,2025-08-01,20.4,30.9,94,1003.2,68.4,Stormy
Chitradurga,2025-08-02,21.7,29.7,86,1006.3,39.7,Cloudy
Chitradurga,2025-08-03,21.6,27.5,87,1004.1,63.1,Stormy
Chitradurga,2025-08-04,19.6,28.1,83,1005.9,45.5,Cloudy
Chitradurga,2025-08-05,21.5,31.9,84,1001.2,44.5,Rainy
Chitradurga,2025-08-06,18.5,29.1,94,999.4,44.9,Rainy
Chitradurga,2025-08-07,19.5,30.8,98,1000.8,66.6,Stormy
Chitradurga,2025-08-08,20.9,29.9,94,1003.3,71.4,Stormy
Chitradurga,2025-08-09,23.6,27.0,98,1003.6,71.3,Stormy
Chitradurga,2025-08-10,23.0,27.7,93,1001.7,43.9,Rainy
Chitradurga,2025-08-11,22.0,24.7,90,999.0,59.2,Stormy
Chitradurga,2025-08-12,22.3,26.9,88,1005.6,43.1,Cloudy
Chitradurga,2025-08-13,20.3,29.4,78,1004.6,45.9,Cloudy
Chitradurga,2025-08-14,20.7,28.4,97,998.6,36.0,Rainy
Chitradurga,2025-08-15,20.0,27.8,89,1001.5,42.5,Cloudy
Chitradurga,2025-08-16,22.2,27.5,78,1003.6,35.1,Cloudy
Chitradurga,2025-08-17,21.0,26.5,77,1001.8,42.0,Cloudy
Chitradurga,2025-08-18,22.6,29.2,89,999.3,43.5,Rainy
Chitradurga,2025-08-19,21.0,28.7,98,1000.6,66.2,Stormy
Chitradurga,2025-08-20,20.2,27.2,77,1000.8,44.7,Cloudy
Chitradurga,2025-08-21,20.4,29.6,95,1004.2,44.5,Cloudy
Chitradurga,2025-08-22,19.2,30.4,90,1009.3,33.1,Cloudy
Chitradurga,2025-08-23,19.4,27.5,80,1003.4,45.2,Cloudy
Chitradurga,2025-08-24,20.3,28.8,89,1001.7,37.8,Rainy
Chitradurga,2025-08-25,20.1,28.8,91,1007.0,65.4,Stormy
Chitradurga,2025-08-26,22.0,29.1,78,1007.4,46.5,Cloudy
Chitradurga,2025-08-27,20.5,26.6,84,1004.4,36.3,Cloudy
Chitradurga,2025-08-28,22.2,28.8,93,1001.9,42.6,Rainy
Chitradurga,2025-08-29,20.2,28.7,98,1000.8,50.0,Rainy
Chitradurga,2025-08-30,22.4,30.9,77,1001.6,42.9,Cloudy
Chitradurga,2025-08-31,21.7,27.0,85,1004.6,44.8,Cloudy
Chitradurga,2025-09-01,21.1,28.9,79,1000.0,49.2,Cloudy
Chitradurga,2025-09-02,21.8,28.0,97,1003.4,42.9,Rainy
Chitradurga,2025-09-03,22.3,30.4,89,1001.3,45.0,Rainy
Chitradurga,2025-09-04,21.2,26.6,91,1000.1,46.1,Rainy
Chitradurga,2025-09-05,23.1,28.3,80,1008.9,35.5,Cloudy
Chitradurga,2025-09-06,20.4,29.0,98,1002.5,55.5,Stormy
Chitradurga,2025-09-07,21.4,27.1,81,1004.0,43.6,Cloudy
Chitradurga,2025-09-08,19.0,26.4,91,1004.5,49.6,Rainy
Chitradurga,2025-09-09,21.8,29.5,96,1002.8,47.0,Rainy
Chitradurga,2025-09-10,22.2,27.4,84,999.9,47.3,Cloudy
Chitradurga,2025-09-11,22.4,28.1,86,1004.7,37.2,Cloudy
Chitradurga,2025-09-12,20.7,28.9,91,1002.7,56.4,Stormy
Chitradurga,2025-09-13,19.4,27.6,79,1007.1,42.0,Cloudy
Chitradurga,2025-09-14,20.9,27.0,73,1002.2,40.4,Cloudy
Chitradurga,2025-09-15,22.1,27.4,96,997.9,47.7,Rainy
Chitradurga,2025-09-16,23.0,28.0,92,1004.9,40.9,Rainy
Chitradurga,2025-09-17,20.8,28.5,79,1005.5,46.1,Cloudy
Chitradurga,2025-09-18,21.7,27.4,90,1002.0,47.4,Rainy
Chitradurga,2025-09-19,20.7,32.3,84,1007.3,43.2,Cloudy
Chitradurga,2025-09-20,21.1,28.6,77,1002.8,43.5,Cloudy
Chitradurga,2025-09-21,21.1,28.1,98,1002.6,60.2,Stormy
Chitradurga,2025-09-22,20.9,27.9,78,1009.0,37.9,Cloudy
Chitradurga,2025-09-23,20.1,29.3,85,1003.4,42.9,Cloudy
Chitradurga,2025-09-24,20.5,29.4,87,1000.0,46.1,Cloudy
Chitradurga,2025-09-25,20.2,28.7,88,1000.2,41.3,Cloudy
Chitradurga,2025-09-26,21.0,29.5,98,1001.9,46.3,Rainy
Chitradurga,2025-09-27,22.0,27.8,98,1004.0,67.3,Stormy
Chitradurga,2025-09-28,21.5,29.0,98,1007.0,34.8,Rainy
Chitradurga,2025-09-29,20.3,29.4,88,999.4,42.0,Cloudy
Chitradurga,2025-09-30,21.4,29.8,91,1004.8,42.5,Cloudy
Chitradurga,2025-10-01,19.0,29.0,50,1004.6,14.4,Sunny
Chitradurga,2025-10-02,18.8,27.4,75,999.5,38.2,Stormy
Chitradurga,2025-10-03,19.0,28.8,52,1003.4,13.6,Sunny
Chitradurga,2025-10-04,22.7,29.1,53,1004.1,10.2,Cloudy
Chitradurga,2025-10-05,19.7,28.8,62,998.3,19.6,Windy
Chitradurga,2025-10-06,22.4,29.8,64,1000.7,19.3,Cloudy
Chitradurga,2025-10-07,18.7,26.5,52,1006.5,20.3,Windy
Chitradurga,2025-10-08,20.6,28.1,44,1005.8,23.3,Sunny
Chitradurga,2025-10-09,21.5,27.5,70,1004.3,19.1,Cloudy
Chitradurga,2025-10-10,20.3,28.4,49,1000.0,16.2,Cloudy
Chitradurga,2025-10-11,19.3,27.7,58,1003.0,12.9,Cloudy
Chitradurga,2025-10-12,20.0,28.1,65,1007.7,22.2,Cloudy
Chitradurga,2025-10-13,18.2,29.1,49,1004.2,17.3,Sunny
Chitradurga,2025-10-14,19.4,28.4,51,1004.4,20.7,Sunny
Chitradurga,2025-10-15,19.5,29.3,75,1007.5,39.8,Stormy
Chitradurga,2025-10-16,18.6,28.1,48,1002.5,18.7,Sunny
Chitradurga,2025-10-17,19.1,28.5,64,1005.1,19.6,Cloudy
Chitradurga,2025-10-18,20.4,29.1,51,1001.5,16.5,Sunny
Chitradurga,2025-10-19,20.2,29.3,55,1008.4,24.1,Sunny
Chitradurga,2025-10-20,22.4,29.9,56,1002.8,19.9,Sunny
Chitradurga,2025-10-21,19.8,29.6,50,1008.0,19.8,Sunny
Chitradurga,2025-10-22,17.9,30.4,65,1003.6,26.2,Cloudy
Chitradurga,2025-10-23,21.2,29.0,69,1006.7,17.8,Cloudy
Chitradurga,2025-10-24,20.4,27.5,56,1003.6,15.7,Sunny
Chitradurga,2025-10-25,20.1,29.5,43,1005.6,14.2,Sunny
Chitradurga,2025-10-26,18.5,29.4,60,1004.4,17.1,Sunny
Chitradurga,2025-10-27,20.3,25.9,61,1005.6,12.3,Cloudy
Chitradurga,2025-10-28,21.3,29.4,55,999.8,17.9,Cloudy
Chitradurga,2025-10-29,21.0,29.3,60,1005.4,10.5,Cloudy
Chitradurga,2025-10-30,20.0,25.3,75,997.6,30.2,Stormy
Chitradurga,2025-10-31,18.1,27.3,57,1002.3,26.2,Cloudy
Chitradurga,2025-11-01,19.9,26.8,43,1002.0,19.6,Sunny
Chitradurga,2025-11-02,20.2,27.0,55,1007.2,14.1,Sunny
Chitradurga,2025-11-03,20.7,28.5,47,1005.4,21.0,Sunny
Chitradurga,2025-11-04,20.5,27.1,75,1008.2,38.7,Stormy
Chitradurga,2025-11-05,19.3,28.4,54,1001.4,15.9,Sunny
Chitradurga,2025-11-06,19.9,29.8,55,1005.7,25.2,Sunny
Chitradurga,2025-11-07,22.2,28.9,56,1004.7,13.6,Cloudy
Chitradurga,2025-11-08,17.1,30.3,62,1002.5,15.8,Cloudy
Chitradurga,2025-11-09,20.6,26.9,59,1001.2,9.8,Cloudy
Chitradurga,2025-11-10,19.3,28.6,50,1004.2,18.0,Sunny
Chitradurga,2025-11-11,19.8,24.6,41,1006.8,18.9,Sunny
Chitradurga,2025-11-12,19.1,29.3,61,998.0,14.5,Cloudy
Chitradurga,2025-11-13,17.4,27.3,44,1007.3,17.3,Sunny
Chitradurga,2025-11-14,21.4,28.5,52,1003.0,14.6,Sunny
Chitradurga,2025-11-15,19.5,32.2,50,1004.1,16.5,Sunny
Chitradurga,2025-11-16,20.2,27.4,52,1004.9,16.2,Sunny
Chitradurga,2025-11-17,18.8,28.6,42,1003.3,13.2,Sunny
Chitradurga,2025-11-18,20.4,30.0,49,1004.6,13.8,Sunny
Chitradurga,2025-11-19,19.8,28.3,52,1001.0,23.9,Sunny
Chitradurga,2025-11-20,22.0,30.5,48,1004.7,21.3,Sunny
Chitradurga,2025-11-21,21.5,28.5,53,1007.1,9.5,Cloudy
Chitradurga,2025-11-22,17.9,31.7,64,1000.9,14.8,Cloudy
Chitradurga,2025-11-23,21.0,27.0,59,1005.2,19.4,Cloudy
Chitradurga,2025-11-24,19.1,28.9,60,1006.2,20.0,Sunny
Chitradurga,2025-11-25,18.5,32.0,55,1005.4,15.3,Sunny
Chitradurga,2025-11-26,20.4,27.6,40,1004.1,17.2,Sunny
Chitradurga,2025-11-27,20.0,28.6,48,1002.8,19.2,Sunny
Chitradurga,2025-11-28,20.3,26.8,49,1004.5,14.1,Sunny
Chitradurga,2025-11-29,19.8,24.5,42,1003.8,23.8,Sunny
Chitradurga,2025-11-30,18.4,29.8,75,1003.2,41.8,Stormy
Chitradurga,2025-12-01,12.0,25.2,37,1004.5,14.1,Sunny
Chitradurga,2025-12-02,13.3,25.5,30,1004.2,20.4,Sunny
Chitradurga,2025-12-03,12.4,24.0,29,998.9,14.8,Sunny
Chitradurga,2025-12-04,12.4,23.8,42,1006.8,10.3,Sunny
Chitradurga,2025-12-05,12.8,24.2,40,1005.0,15.6,Sunny
Chitradurga,2025-12-06,11.8,21.3,41,1004.3,13.4,Sunny
Chitradurga,2025-12-07,13.6,23.3,38,1009.6,14.9,Sunny
Chitradurga,2025-12-08,12.6,25.0,34,1006.1,7.5,Sunny
Chitradurga,2025-12-09,13.5,25.6,34,1002.6,16.7,Sunny
Chitradurga,2025-12-10,14.5,23.2,25,1003.9,16.3,Sunny
Chitradurga,2025-12-11,12.4,21.9,32,1008.8,7.5,Sunny
Chitradurga,2025-12-12,14.0,23.1,51,1007.7,14.0,Foggy
Chitradurga,2025-12-13,13.3,21.7,32,1005.1,20.1,Sunny
Chitradurga,2025-12-14,13.3,22.7,45,1007.6,8.6,Sunny
Chitradurga,2025-12-15,12.3,23.0,30,1005.4,17.8,Sunny
Chitradurga,2025-12-16,13.4,24.6,38,1008.4,14.1,Sunny
Chitradurga,2025-12-17,12.1,25.0,33,1004.9,16.0,Sunny
Chitradurga,2025-12-18,13.6,22.9,31,1004.2,9.5,Sunny
Chitradurga,2025-12-19,12.3,25.5,36,1007.7,18.0,Sunny
Chitradurga,2025-12-20,13.7,24.5,40,1007.5,13.1,Sunny
Chitradurga,2025-12-21,13.3,24.4,34,1004.8,11.7,Sunny
Chitradurga,2025-12-22,13.8,24.3,30,1003.1,16.1,Sunny
Chitradurga,2025-12-23,13.0,20.9,25,1008.1,14.7,Sunny
Chitradurga,2025-12-24,10.3,23.7,33,1005.5,18.4,Sunny
Chitradurga,2025-12-25,10.9,23.7,30,1007.4,12.5,Sunny
Chitradurga,2025-12-26,14.5,24.5,35,1007.2,12.1,Sunny
Chitradurga,2025-12-27,11.4,21.5,42,1002.6,12.3,Sunny
Chitradurga,2025-12-28,11.5,20.4,37,1001.8,9.1,Sunny
Chitradurga,2025-12-29,12.2,22.4,34,1005.4,17.4,Sunny
Chitradurga,2025-12-30,12.1,21.2,42,1003.2,16.6,Sunny
Chitradurga,2025-12-31,12.4,23.6,33,1008.8,13.4,Sunny
Davanagere,2023-01-01,15.1,23.3,38,1008.8,13.6,Sunny
Davanagere,2023-01-02,14.2,23.9,40,1003.5,12.4,Sunny
Davanagere,2023-01-03,14.8,20.6,26,1003.6,10.4,Sunny
Davanagere,2023-01-04,14.9,22.4,25,1003.4,16.9,Sunny
Davanagere,2023-01-05,13.8,23.7,29,1005.9,12.1,Sunny
Davanagere,2023-01-06,14.1,22.0,34,1003.7,14.5,Sunny
Davanagere,2023-01-07,15.5,21.7,36,1000.1,9.2,Sunny
Davanagere,2023-01-08,14.7,23.8,39,1002.5,8.2,Sunny
Davanagere,2023-01-09,13.9,25.1,36,1000.6,15.8,Sunny
Davanagere,2023-01-10,14.0,24.4,39,1007.2,17.5,Sunny
Davanagere,2023-01-11,13.5,23.0,36,1007.4,12.6,Sunny
Davanagere,2023-01-12,14.3,25.3,30,1007.1,15.7,Sunny
Davanagere,2023-01-13,17.9,27.3,46,1013.5,4.6,Sunny
Davanagere,2023-01-14,16.4,22.9,34,1001.5,18.7,Sunny
Davanagere,2023-01-15,14.2,24.0,42,1003.7,11.3,Sunny
Davanagere,2023-01-16,13.9,24.3,40,1005.6,15.8,Sunny
Davanagere,2023-01-17,14.6,25.0,31,1004.2,12.9,Sunny
Davanagere,2023-01-18,12.7,19.5,36,1004.0,13.3,Sunny
Davanagere,2023-01-19,14.3,24.1,44,1005.4,15.5,Sunny
Davanagere,2023-01-20,14.4,23.5,26,1002.3,10.5,Sunny
Davanagere,2023-01-21,14.6,27.2,44,1005.8,14.4,Cloudy
Davanagere,2023-01-22,13.1,24.7,29,1003.1,17.6,Sunny
Davanagere,2023-01-23,16.2,21.4,37,1010.5,10.5,Sunny
Davanagere,2023-01-24,13.8,26.1,39,1005.0,13.0,Sunny
Davanagere,2023-01-25,13.2,24.2,30,1008.9,11.4,Sunny
Davanagere,2023-01-26,14.1,23.0,37,1007.6,16.6,Sunny
Davanagere,2023-01-27,12.6,23.8,36,1007.0,9.6,Sunny
Davanagere,2023-01-28,12.9,24.4,41,1005.6,17.9,Sunny
Davanagere,2023-01-29,14.9,22.4,44,1006.2,9.7,Sunny
Davanagere,2023-01-30,15.3,22.4,29,1006.9,19.6,Sunny
Davanagere,2023-01-31,15.5,26.3,33,1003.1,10.9,Sunny
Davanagere,2023-02-01,13.5,24.8,33,1008.0,16.7,Sunny
Davanagere,2023-02-02,14.2,27.6,38,1002.9,10.2,Sunny
Davanagere,2023-02-03,15.1,23.3,38,1003.9,17.6,Sunny
Davanagere,2023-02-04,14.0,24.8,36,1001.9,15.2,Sunny
Davanagere,2023-02-05,15.0,23.8,30,1007.6,14.7,Sunny
Davanagere,2023-02-06,15.8,25.1,28,1002.7,16.6,Sunny
Davanagere,2023-02-07,15.1,23.5,39,1008.6,14.5,Sunny
Davanagere,2023-02-08,15.6,24.5,33,1006.9,11.4,Sunny
Davanagere,2023-02-09,14.2,23.4,32,1000.5,15.9,Sunny
Davanagere,2023-02-10,13.9,25.1,35,1002.3,11.6,Sunny
Davanagere,2023-02-11,15.3,27.1,44,1008.4,17.8,Sunny
Davanagere,2023-02-12,12.1,23.8,31,1007.1,11.3,Sunny
Davanagere,2023-02-13,14.4,22.3,43,1004.2,13.2,Sunny
Davanagere,2023-02-14,16.6,24.1,28,1007.3,23.0,Sunny
Davanagere,2023-02-15,15.7,22.4,28,1004.4,22.0,Sunny
Davanagere,2023-02-16,10.6,22.0,33,1001.9,21.0,Sunny
Davanagere,2023-02-17,12.8,23.3,32,1005.1,23.9,Sunny
Davanagere,2023-02-18,13.3,24.2,35,1003.5,14.8,Sunny
Davanagere,2023-02-19,14.0,20.7,41,1003.5,22.9,Sunny
Davanagere,2023-02-20,14.3,24.4,36,1003.4,13.7,Sunny
Davanagere,2023-02-21,13.9,22.6,33,1007.4,20.3,Sunny
Davanagere,2023-02-22,15.5,24.4,40,1003.6,17.5,Foggy
Davanagere,2023-02-23,15.2,20.8,28,1003.3,19.1,Sunny
Davanagere,2023-02-24,14.2,25.1,39,1007.0,19.7,Sunny
Davanagere,2023-02-25,14.5,23.1,39,1004.3,12.0,Sunny
Davanagere,2023-02-26,14.6,24.4,30,1010.2,10.5,Sunny
Davanagere,2023-02-27,13.0,24.7,38,1003.3,14.5,Sunny
Davanagere,2023-02-28,15.7,23.3,30,1004.2,16.2,Sunny
Davanagere,2023-03-01,23.1,33.9,30,1007.2,21.5,Sunny
Davanagere,2023-03-02,22.1,32.4,25,1005.3,19.2,Sunny
Davanagere,2023-03-03,25.6,34.0,29,1004.1,17.8,Sunny
Davanagere,2023-03-04,24.2,33.3,32,1009.6,17.6,Sunny
Davanagere,2023-03-05,24.3,34.0,70,1003.0,21.9,Rainy
Davanagere,2023-03-06,23.9,33.3,29,1007.0,23.8,Sunny
Davanagere,2023-03-07,25.0,36.3,38,1005.5,21.9,Sunny
Davanagere,2023-03-08,22.8,33.6,28,1004.5,15.0,Cloudy
Davanagere,2023-03-09,22.5,36.5,48,1004.4,17.3,Sunny
Davanagere,2023-03-10,22.2,37.2,45,1004.6,11.1,Cloudy
Davanagere,2023-03-11,25.4,34.9,30,999.7,14.4,Sunny
Davanagere,2023-03-12,23.8,34.6,37,1007.4,13.7,Cloudy
Davanagere,2023-03-13,23.6,32.4,32,1008.5,24.2,Sunny
Davanagere,2023-03-14,24.2,33.4,37,1006.1,22.7,Sunny
Davanagere,2023-03-15,23.9,36.0,30,1003.2,16.9,Sunny
Davanagere,2023-03-16,24.6,36.6,25,1007.5,22.2,Sunny
Davanagere,2023-03-17,21.7,35.8,28,1006.3,9.3,Sunny
Davanagere,2023-03-18,25.8,32.4,25,1005.7,19.5,Sunny
Davanagere,2023-03-19,23.8,36.2,25,1005.5,17.7,Sunny
Davanagere,2023-03-20,25.2,39.1,27,1008.5,20.2,Sunny
Davanagere,2023-03-21,24.9,33.8,27,1003.8,15.8,Sunny
Davanagere,2023-03-22,23.7,32.9,26,1002.8,25.9,Sunny
Davanagere,2023-03-23,23.8,35.3,35,1007.9,15.5,Sunny
Davanagere,2023-03-24,23.2,33.6,28,1000.0,11.9,Sunny
Davanagere,2023-03-25,25.4,35.8,25,1005.9,21.9,Sunny
Davanagere,2023-03-26,23.6,33.1,25,1006.3,15.0,Sunny
Davanagere,2023-03-27,22.1,32.9,26,1003.9,16.6,Sunny
Davanagere,2023-03-28,25.8,35.8,29,1009.5,18.3,Sunny
Davanagere,2023-03-29,22.8,33.8,37,1004.8,15.3,Sunny
Davanagere,2023-03-30,24.9,37.4,25,1007.2,15.4,Sunny
Davanagere,2023-03-31,23.2,33.3,70,996.5,20.7,Rainy
Davanagere,2023-04-01,23.5,33.1,36,1007.7,20.0,Windy
Davanagere,2023-04-02,22.6,37.6,37,1008.1,15.0,Sunny
Davanagere,2023-04-03,22.9,31.8,25,1005.9,19.0,Sunny
Davanagere,2023-04-04,22.7,32.8,30,1012.8,11.6,Sunny
Davanagere,2023-04-05,22.8,33.9,34,1004.4,21.3,Sunny
Davanagere,2023-04-06,22.4,33.4,51,1001.4,13.9,Windy
Davanagere,2023-04-07,24.2,33.6,29,1005.4,22.7,Sunny
Davanagere,2023-04-08,24.1,33.6,32,1005.0,16.7,Sunny
Davanagere,2023-04-09,24.1,37.6,33,1005.0,22.8,Sunny
Davanagere,2023-04-10,23.3,33.5,25,1008.4,14.6,Sunny
Davanagere,2023-04-11,24.2,34.2,33,1000.3,18.9,Sunny
Davanagere,2023-04-12,24.7,34.7,32,1003.6,16.4,Sunny
Davanagere,2023-04-13,24.6,37.9,30,1006.4,16.2,Sunny
Davanagere,2023-04-14,22.8,36.8,31,1004.9,21.3,Sunny
Davanagere,2023-04-15,23.5,33.0,27,1006.7,21.0,Sunny
Davanagere,2023-04-16,20.6,32.6,34,1003.4,26.5,Sunny
Davanagere,2023-04-17,21.7,36.7,32,1005.7,19.1,Sunny
Davanagere,2023-04-18,22.4,34.2,39,1010.3,20.4,Windy
Davanagere,2023-04-19,22.9,35.2,48,1009.2,24.4,Windy
Davanagere,2023-04-20,23.2,34.4,33,1012.1,20.1,Sunny
Davanagere,2023-04-21,23.6,33.9,25,1001.7,21.3,Sunny
Davanagere,2023-04-22,23.9,36.4,25,1002.0,17.0,Sunny
Davanagere,2023-04-23,23.5,34.1,25,1005.7,17.1,Sunny
Davanagere,2023-04-24,24.6,33.0,70,1000.8,17.3,Rainy
Davanagere,2023-04-25,26.9,34.6,29,1005.7,18.8,Sunny
Davanagere,2023-04-26,23.6,38.4,25,1009.3,7.4,Sunny
Davanagere,2023-04-27,25.3,31.4,27,1004.9,12.4,Sunny
Davanagere,2023-04-28,22.9,34.0,29,1007.0,14.9,Sunny
Davanagere,2023-04-29,24.7,32.8,26,1007.0,13.1,Sunny
Davanagere,2023-04-30,24.7,35.7,25,1006.4,19.0,Sunny
Davanagere,2023-05-01,22.5,35.4,32,1005.0,19.3,Sunny
Davanagere,2023-05-02,22.3,32.6,25,1009.1,11.0,Sunny
Davanagere,2023-05-03,22.3,37.1,25,1010.0,18.8,Sunny
Davanagere,2023-05-04,23.7,36.0,29,1005.0,23.4,Sunny
Davanagere,2023-05-05,24.2,31.9,70,1004.7,18.7,Rainy
Davanagere,2023-05-06,23.6,32.6,30,1001.7,20.2,Sunny
Davanagere,2023-05-07,25.0,35.2,30,1008.3,24.7,Sunny
Davanagere,2023-05-08,25.0,34.3,33,1006.8,8.5,Sunny
Davanagere,2023-05-09,24.4,33.4,30,1003.9,15.6,Sunny
Davanagere,2023-05-10,22.1,36.5,25,1007.2,11.0,Sunny
Davanagere,2023-05-11,24.4,34.8,25,1007.6,15.7,Sunny
Davanagere,2023-05-12,23.9,32.0,34,1004.9,19.0,Sunny
Davanagere,2023-05-13,23.8,37.2,26,1010.3,20.8,Sunny
Davanagere,2023-05-14,23.1,32.9,34,1001.4,22.6,Sunny
Davanagere,2023-05-15,23.7,35.4,30,1002.5,19.5,Sunny
Davanagere,2023-05-16,24.5,36.4,34,1004.7,20.5,Sunny
Davanagere,2023-05-17,24.3,34.8,40,1002.6,13.7,Windy
Davanagere,2023-05-18,25.1,36.2,29,1004.6,21.5,Sunny
Davanagere,2023-05-19,23.9,33.8,27,1005.0,18.9,Sunny
Davanagere,2023-05-20,23.2,34.1,30,1006.8,10.3,Sunny
Davanagere,2023-05-21,25.0,32.3,40,1008.0,18.3,Windy
Davanagere,2023-05-22,25.1,36.3,26,1004.5,8.1,Sunny
Davanagere,2023-05-23,23.3,36.7,37,1004.5,16.3,Sunny
Davanagere,2023-05-24,23.5,33.0,25,1001.0,13.2,Sunny
Davanagere,2023-05-25,25.0,34.2,70,1004.5,13.5,Rainy
Davanagere,2023-05-26,24.3,36.3,37,1001.9,18.3,Sunny
Davanagere,2023-05-27,23.1,33.7,26,1008.8,23.7,Sunny
Davanagere,2023-05-28,23.1,35.0,27,1004.0,15.2,Sunny
Davanagere,2023-05-29,25.7,37.2,26,1004.8,19.1,Sunny
Davanagere,2023-05-30,25.7,38.7,49,1015.3,16.8,Sunny
Davanagere,2023-05-31,23.8,37.2,26,1006.4,17.9,Sunny
Davanagere,2023-06-01,22.4,30.0,95,1004.8,37.5,Rainy
Davanagere,2023-06-02,21.7,27.7,96,1004.3,45.3,Rainy
Davanagere,2023-06-03,21.6,29.7,98,1000.9,67.6,Stormy
Davanagere,2023-06-04,20.6,26.9,90,1002.7,43.7,Rainy
Davanagere,2023-06-05,21.5,28.5,94,998.1,45.0,Rainy
Davanagere,2023-06-06,22.8,28.5,85,1003.5,44.2,Cloudy
Davanagere,2023-06-07,21.1,29.1,84,1003.4,42.8,Cloudy
Davanagere,2023-06-08,20.6,28.5,86,1004.9,64.8,Stormy
Davanagere,2023-06-09,21.2,28.8,91,1001.2,33.9,Rainy
Davanagere,2023-06-10,20.3,31.0,86,996.0,43.8,Rainy
